run_id,geometry,family,n_atoms,device_profile,replicate,omega_mhz,delta_initial_mhz,delta_target_mhz,delta_over_omega,sweep_ns,hold_ns,fall_ns,sweep_rate_mhz_per_us,blockade_ratio,method,samples,unique_basins,shannon_entropy_nats,normalized_entropy,collision_probability_p_q1,effective_basin_count,top_basin_mass,best_energy_mhz,mean_energy_mhz,energy_std_mhz,mean_replica_overlap,mean_pairwise_hamming,negative_overlap_mass,low_energy_threshold_mhz,low_energy_mass,unique_low_energy_basins,reference_minima,reference_basin_coverage,effective_basin_count_ci_lower,effective_basin_count_ci_upper,normalized_entropy_ci_lower,normalized_entropy_ci_upper,mean_energy_mhz_ci_lower,mean_energy_mhz_ci_upper,mean_pairwise_hamming_ci_lower,mean_pairwise_hamming_ci_upper,low_energy_mass_ci_lower,low_energy_mass_ci_upper,wall_seconds,generation_energy_evaluations,descent_flip_cost_evaluations
g00_p005_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,200,300,300,45.0,1.104500186288899,parallel_tempering,500.0,2,0.014427214862176116,0.020814071335501033,0.996008,1.0040079999357434,0.998,-16.665190359757165,-16.663855145921282,0.029826417783202545,0.998004,0.011975999999999987,0.0,-16.415190359757165,0.998,1,16,0.125,1.0,1.0120719947534187,0.0,0.05291508034484766,-16.665190359757165,-16.66118471824952,0.0,0.035783999999999816,0.994,1.0,3.6643361289989116,312010,48
g00_p006_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,quantum,500.0,8,0.9511824860794889,0.4574220852157714,0.469464,2.130088782100438,0.598,-16.665190359757165,-16.307741566209256,0.5507034628445169,0.7183906666666667,1.6896559999999996,0.004560000000000001,-16.415190359757165,0.598,1,16,0.5,2.0085621051982696,2.259741397246567,0.44336021124640324,0.5748356024353243,-16.34716445902939,-16.26113148142162,1.5638274,1.8097810000000003,0.5599500000000001,0.63605,0.6316052889997081,,2556
g00_p006_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,uniform_random,500.0,15,2.2144367925088835,0.8177236860703617,0.140264,7.129413106713056,0.224,-16.665190359757165,-15.128507927212594,1.1689086042069148,0.255644,4.4661360000000005,0.236592,-16.415190359757165,0.186,1,16,0.9375,6.452774493407745,7.647762554551013,0.788721010542502,0.8463262017117127,-15.219321035417877,-15.038991031517972,4.2660912,4.6306336,0.15195,0.22610000000000002,0.009854674999587587,0,29316
g00_p006_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,simulated_annealing,500.0,9,0.9794842745788928,0.44578250429292005,0.528144,1.8934230058468904,0.7,-16.665190359757165,-16.3247320820265,0.6396831571834852,0.724024,1.655856,0.03804,-16.415190359757165,0.7,1,16,0.5625,1.7336991322858777,2.0730183863723117,0.42110767432198304,0.5301115529761229,-16.377021571402683,-16.268658327639915,1.4260670000000002,1.9079025999999997,0.658,0.74005,4.548021070999312,360000,192
g00_p006_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,parallel_tempering,500.0,3,0.02885042170563743,0.026260785541197536,0.992024,1.008040128061418,0.996,-16.665190359757165,-16.66175394477434,0.05556178701040127,0.996008,0.023951999999999973,0.0,-16.415190359757165,0.996,1,16,0.1875,1.0,1.0202499204205062,0.0,0.05734175004095581,-16.665190359757165,-16.656982315955634,0.0,0.05968799999999974,0.99,1.0,3.6188489720007055,312010,48
g00_p006_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,quantum,500.0,9,0.9972714508302483,0.4538777970703746,0.4524639999999999,2.210120584179073,0.574,-16.665190359757165,-16.292223872096958,0.5432401533842742,0.7027053333333333,1.7837680000000002,0.009544000000000002,-16.415190359757165,0.574,1,16,0.5625,2.0699446151487844,2.3471126057253344,0.43550463813560264,0.5323339943285802,-16.341298544195084,-16.243443416298,1.6481232000000001,1.9226338000000003,0.53195,0.61615,0.6176329179997992,,2868
g00_p006_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,uniform_random,500.0,16,2.1901745706787534,0.7899384979498381,0.14504,6.894649751792609,0.22,-16.665190359757165,-15.178682928932872,1.1858425833712498,0.28252000000000005,4.304879999999999,0.210296,-16.415190359757165,0.202,1,16,1.0,6.3066257277335005,7.414559995714887,0.7659575330962582,0.8276434016322042,-15.264032005714368,-15.086676088304548,4.120664199999999,4.4870730000000005,0.16990000000000002,0.23805,0.009377485999721102,0,30036
g00_p006_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,simulated_annealing,500.0,8,1.0386432418141838,0.49948181807271985,0.4919840000000001,2.032586425574815,0.668,-16.665190359757165,-16.30993333836576,0.6160018895365702,0.7034013333333333,1.779592,0.036703999999999994,-16.415190359757165,0.668,1,16,0.5,1.844022600212311,2.2639743460332578,0.4618917401660958,0.5699537412842822,-16.363316261948633,-16.24662312795414,1.5706494000000002,2.0253148,0.616,0.71205,4.005227845000263,360000,204
g00_p006_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,0,300,10.0,1.104500186288899,parallel_tempering,500.0,2,0.014427214862176116,0.020814071335501033,0.996008,1.0040079999357434,0.998,-16.665190359757165,-16.663855145921282,0.029826417783202545,0.998004,0.011975999999999987,0.0,-16.415190359757165,0.998,1,16,0.125,1.0,1.0120719947534187,0.0,0.05291508034484766,-16.665190359757165,-16.66118471824952,0.0,0.035783999999999816,0.994,1.0,3.6643361289989116,312010,48
g00_p007_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,quantum,500.0,13,1.6817649278575006,0.6556717866437329,0.260496,3.838830538664701,0.426,-16.665190359757165,-15.856376301448627,0.9222496541338387,0.5016013333333333,2.990392,0.072976,-16.415190359757165,0.426,1,16,0.8125,3.4287240748530285,4.2756311849688355,0.6319185256220071,0.704070974162259,-15.938025647189905,-15.762966291214711,2.7520084000000007,3.1976284000000006,0.3859,0.47,0.7357014129993331,,5100
g00_p007_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,uniform_random,500.0,15,2.2144367925088835,0.8177236860703617,0.140264,7.129413106713056,0.224,-16.665190359757165,-15.128507927212594,1.1689086042069148,0.255644,4.4661360000000005,0.236592,-16.415190359757165,0.186,1,16,0.9375,6.452774493407745,7.647762554551013,0.788721010542502,0.8463262017117127,-15.219321035417877,-15.038991031517972,4.2660912,4.6306336,0.15195,0.22610000000000002,0.009854674999587587,0,29316
g00_p007_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,simulated_annealing,500.0,9,0.9794842745788928,0.44578250429292005,0.528144,1.8934230058468904,0.7,-16.665190359757165,-16.3247320820265,0.6396831571834852,0.724024,1.655856,0.03804,-16.415190359757165,0.7,1,16,0.5625,1.7336991322858777,2.0730183863723117,0.42110767432198304,0.5301115529761229,-16.377021571402683,-16.268658327639915,1.4260670000000002,1.9079025999999997,0.658,0.74005,4.548021070999312,360000,192
g00_p007_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,parallel_tempering,500.0,3,0.02885042170563743,0.026260785541197536,0.992024,1.008040128061418,0.996,-16.665190359757165,-16.66175394477434,0.05556178701040127,0.996008,0.023951999999999973,0.0,-16.415190359757165,0.996,1,16,0.1875,1.0,1.0202499204205062,0.0,0.05734175004095581,-16.665190359757165,-16.656982315955634,0.0,0.05968799999999974,0.99,1.0,3.6188489720007055,312010,48
g00_p007_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,quantum,500.0,13,1.68756432184595,0.6579328035997125,0.2554639999999999,3.9144458710424965,0.414,-16.665190359757165,-15.840619723026604,0.9537086181614769,0.4740013333333333,3.1559920000000004,0.10939200000000002,-16.415190359757165,0.414,1,16,0.8125,3.5568188970108294,4.24552572689961,0.6278014044199635,0.7032283469061298,-15.918558746695117,-15.763576372444332,2.9606378,3.3409463999999995,0.37595,0.452,0.7222277289984049,,5064
g00_p007_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,uniform_random,500.0,16,2.1901745706787534,0.7899384979498381,0.14504,6.894649751792609,0.22,-16.665190359757165,-15.178682928932872,1.1858425833712498,0.28252000000000005,4.304879999999999,0.210296,-16.415190359757165,0.202,1,16,1.0,6.3066257277335005,7.414559995714887,0.7659575330962582,0.8276434016322042,-15.264032005714368,-15.086676088304548,4.120664199999999,4.4870730000000005,0.16990000000000002,0.23805,0.009377485999721102,0,30036
g00_p007_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,simulated_annealing,500.0,8,1.0386432418141838,0.49948181807271985,0.4919840000000001,2.032586425574815,0.668,-16.665190359757165,-16.30993333836576,0.6160018895365702,0.7034013333333333,1.779592,0.036703999999999994,-16.415190359757165,0.668,1,16,0.5,1.844022600212311,2.2639743460332578,0.4618917401660958,0.5699537412842822,-16.363316261948633,-16.24662312795414,1.5706494000000002,2.0253148,0.616,0.71205,4.005227845000263,360000,204
g00_p007_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,900,300,300,10.0,1.104500186288899,parallel_tempering,500.0,2,0.014427214862176116,0.020814071335501033,0.996008,1.0040079999357434,0.998,-16.665190359757165,-16.663855145921282,0.029826417783202545,0.998004,0.011975999999999987,0.0,-16.415190359757165,0.998,1,16,0.125,1.0,1.0120719947534187,0.0,0.05291508034484766,-16.665190359757165,-16.66118471824952,0.0,0.035783999999999816,0.994,1.0,3.6643361289989116,312010,48
